StationCode,New_Lat,New_Long,AREA_SQKM,AtmCa,AtmMg,AtmSO4,BDH_AVE,CaO_Mean,ELEV_RANGE,EVI_MaxAve,KFCT_AVE,LPREM_mean,LST32AVE,MAX_ELEV,MAXWD_WS,MEANP_WS,MgO_Mean,MINP_WS,N_MEAN,P_MEAN,PPT_00_09,PRMH_AVE,PSA6,PSA8,S_Mean,SITE_ELEV,SumAve_P,TEMP_00_09,TMAX_WS,UCS_Mean,XerMtn,XWD_WS
204R01343,37.80995,-122.18225,0.379799999,0.048648454,0.051462851,0.309114158,1.529999971,4.316951051,129,,0.300999999,0.300999999,30,453,11,695,0,23.93817222,,0.100484376,67547.20313,1.95599997,CH,,0.116496245,324,614.6333618,2023.699951,255,144.1146145,0,65
204R01375,37.74802,-122.03186,14.4486,0.048950273,0.050843554,0.308957039,1.529964541,10.40737677,428,,0.300999999,0.300999999,49.13333333,570,9.755555556,668.7941176,0.764705882,3.689961692,,0.113809606,57835.19922,1.95599997,CH,,0.667408461,142,542.2809535,2071.100098,279,74.3483555,0,56.73333333
204R01380,37.66228,-121.90612,580.6545069,0.048370347,0.047091453,0.298439157,1.466147672,5.870686327,1136,,0.278118604,0.278118604,66.14061625,1230,8.69433539,513.1676737,0.511527378,2.679552494,,0.100148187,45788.80078,1.65994933,Chaparral,,0.339894092,94,485.724331,2216.199951,305.2536023,53.33000031,0,53.26808749
204R01391,37.64547,-122.03133,1.03406684,0.04790571,0.047788431,0.297345554,1.529999971,6.057342363,201,,0.300999999,0.300999999,39,365,9,693.6666667,1,3.743317055,,0.139278453,45160,1.95599997,CH,,0.072470578,164,527.2999878,2032,257,97.15992346,0,54.33333333
204R01406,37.54747076,-121.8591384,386.9064698,0.045357053,0.038651584,0.266957341,1.523061931,4.962766577,1232,4048.61661,0.286597301,-0.724923751,84.3687291,1327,9.999161777,622.6475973,3.931115144,0.643162393,0.029216303,0.058966305,47470.5,3.021209413,Chaparral,Coastal Chaparral,0.185335585,95,719.0812102,2154.800049,284.8290598,95.95064489,0,58.40821459
204R01412,37.78499,-121.92294,10.89630111,0.049674681,0.051768665,0.314292728,1.436047194,7.441893513,465,,0.274896113,0.274896113,67.8,636,9,580.4583333,0.357142857,2.678293723,,0.116575411,50324.19922,1.25563044,Chaparral,,0.518574741,171,501.4972204,2174.100098,304.0714286,76.17113841,0,53.28571429
204R01415,37.58349,-122.03047,1653.007787,0.046802468,0.042619935,0.281981228,1.502992223,5.456657344,1321,4029.498769,0.282182484,-0.273520148,71.15878312,1327,9.163229228,557.1129674,3.426887402,0.414523449,0.128469889,0.079744306,39410.60156,2.480705438,Chaparral,Coastal Chaparral,0.267137202,6,572.2486484,2046.400024,299.0927887,70.82818776,0,55.06049892
204R01422,37.56590343,-121.8716995,394.7256706,0.045390641,0.038772052,0.26734011,1.523628618,5.175951437,1242,4065.295937,0.28673321,-0.728343337,83.78800329,1327,10.02713816,620.3072626,3.945825398,0.628151261,0.029691586,0.060134554,39581.80078,3.018970536,Chaparral,Coastal Chaparral,0.203120457,85,715.4881639,2224.600098,285.105042,95.12302753,0,58.54769737
204R01433,37.71646,-121.74451,9.480158187,0.048662999,0.047343328,0.300244013,1.475617705,8.596423781,258,,0.296334102,0.296334102,67.68965517,410,8.034482759,431.2857143,0.4,3.333180416,,0.119078517,35398.69922,0.63200002,Chaparral,,0.617965851,152,470.6100098,2282.600098,303.1,30.77328882,0,52.27586207
204R01438,37.58976802,-121.886961,1085.042886,0.047228472,0.043667938,0.286274837,1.492655902,5.302411697,1172,3924.498244,0.278325554,-0.099641775,68.75590081,1243,8.846728414,532.708636,3.323543435,0.346330275,0.173107196,0.085745101,39581.80078,2.314011273,Chaparral,Coastal Chaparral,0.273961722,71,523.7151397,2224.600098,307.7614679,64.37641626,0,53.79145503
204R01448,37.43411,-122.21786,5.09241588,0.04571982,0.042979094,0.276507372,1.468094871,7.451029944,107,,0.300280013,0.300280013,45.125,151,10,589.5,0,3.029699198,,0.125146273,54858,1.156000018,Chaparral,,1.080127385,44,497.1466797,2220,283.5,68.67076346,0,60
204R01460,37.57589,-122.36828,2.749293372,0.046155774,0.045814104,0.285091722,1.486367978,1.23079891,197,,0.282925232,0.282925232,24.71428571,224,10,664.125,1,21.98722894,,0.010335515,53944.89844,1.352100003,Chaparral,,0.126617132,27,827.8666382,1939.300049,245,79.19211409,0,61
204R01471,37.692,-121.86822,372.8094857,0.047965692,0.045435864,0.293170566,1.474661967,6.08953047,1126,,0.277199585,0.277199585,67.64547038,1230,8.650738488,476.6474057,0.524444444,3.07786308,,0.089437252,42114.10156,2.095278537,Chaparral,,0.367253363,104,496.6691705,2263.699951,306.2022222,49.15650866,0,53.7141616
204R01479,37.58221,-122.06487,1.267718715,0.047213969,0.046039487,0.290257452,1.478999972,1.517078996,5,,0.395999998,0.395999998,26.6,9,8,425,0,0.963551998,,0.125221997,40184.80078,0.49000001,Chaparral,,0.110409997,4,355.9333191,2013.199951,254.5,2.226476908,0,49
204R01497,37.67167,-121.7675,121.5396006,0.046622363,0.041149701,0.27835495,1.527695126,2.683105019,1075,,0.283758244,0.283758244,66.79144385,1230,9.469168901,541.8290909,0.56462585,5.841928335,,0.039195846,36066.69922,3.169867236,CH,,0.088213276,155,559.4715494,2276.199951,307.2040816,70.07257133,0,56.84450402
204R01519,37.81463,-122.11865,3.532499908,0.049118271,0.052060344,0.312514323,1.530079118,3.435164928,231,,0.300999999,0.300999999,41.07692308,390,10,699.4444444,1,1.159664989,,0.116917998,64712.60156,1.95599997,Chaparral,,0.073025003,159,579.4916534,2104.300049,269.5,81.89925385,0,61.53846154
204R01572,37.68797,-121.92701,3.035692732,0.048295959,0.048141953,0.299953523,1.517223835,7.526374427,357,,0.295445027,0.295445027,56.11111111,473,9,602.125,0,3.444710955,,0.125754114,45544.69922,1.616133312,Chaparral,,0.388042736,116,478.3444417,2242.199951,296.5,53.11969514,0,52.44444444
204R01604,37.81798,-121.89596,4.37760156,0.049838536,0.052162783,0.31591162,1.509654738,12.77843979,377,,0.292203194,0.292203194,68.71428571,636,9,582.8888889,0,4.697340224,,0.116532501,53413.39844,2.446499974,Chaparral,,1.106186236,259,542.2000122,2135,303.8,68.61954992,0,53.85714286
204R01607,37.62348,-122.04882,4.948340594,0.047641429,0.047025662,0.294431141,1.508447934,2.580862421,277,,0.290429409,0.290429409,34.6875,285,9,529.1666667,0.142857143,1.776330199,,0.124979449,45160,1.092499978,Chaparral,,0.093202942,8,408.2333374,2032,248.1428571,34.46377349,0,51.25
204R01620,37.69774,-121.90322,11.04920168,0.048793662,0.049166269,0.304526716,1.453456354,2.471196576,153,,0.282622135,0.282622135,63.8,254,8.057142857,532.84,1,1.061104902,,0.121060859,45544.69922,0.480391318,Chaparral,,0.0918135,101,424.5694377,2242.199951,307.8,41.85827644,0,50.62857143
204R01663,37.65311,-121.80815,417.9776142,0.045512511,0.038346699,0.267746858,1.524394169,4.542549402,1115,,0.27816357,0.27816357,73.62673879,1243,9.181467181,564.6130389,0.168986083,5.399923438,,0.058314511,35262.5,3.145551159,Chaparral,,0.181969609,128,598.7198929,2283.100098,312.7137177,90.51919265,0,54.90965251
204R01695,37.71805,-122.05421,15.05270054,0.048809802,0.05065026,0.307894132,1.529999971,6.967353319,501,5062.865153,0.300999999,-0.820352289,43.86666667,592,9.888888889,671.5151515,2.625357443,1,0.048883383,0.117868272,55008.39844,1.95599997,Chaparral,Coastal Chaparral,0.353233385,91,548.1622233,2048.100098,269.0555556,76.42501461,0,57.91111111
204R01735,37.5756,-122.07083,2.916361753,0.047209346,0.04605512,0.290270196,1.479233493,1.517078996,6,,0.395999998,0.395999998,26.33333333,9,8,425.2857143,0,0.963551998,,0.125221997,40184.80078,0.49000001,Chaparral,,0.110409997,3,355.9333191,2013.199951,254.3333333,2.226476908,0,49
204R01748,37.69846,-121.9408,9.364499994,0.04839152,0.048591618,0.301377581,1.529828778,10.89102026,346,,0.300908262,0.300908262,53.46666667,472,9.033333333,658.8,0,4.557954867,,0.123351444,50244.39844,1.95599997,CH,,0.633645936,126,516.4629483,2160.300049,293.3846154,66.4787367,0,53.66666667
204R01759,37.6628,-122.05465,2.316505314,0.047936295,0.047911764,0.297761404,1.529999971,5.07382384,278,,0.300999999,0.300999999,39.625,395,9.125,658.5,0.5,4.209260757,,0.129533292,55283.60156,1.95599997,Chaparral,,0.077927698,117,493.5666656,2043.900024,256.5,69.13905546,0,54.875
204R01791,37.70613,-121.87855,69.72711953,0.049480552,0.050771349,0.31122683,1.439662559,6.95117954,677,,0.27697231,0.27697231,68.07009346,784,8.794392523,577.6149068,0.369047619,2.518390345,,0.117826617,42114.10156,1.049865058,Chaparral,,0.382700039,107,472.0328574,2263.699951,303.4880952,75.79819896,0,53.12149533
204R01819,37.85246,-122.12641,5.0391,0.049270721,0.052819944,0.314960027,1.521846154,3.435164928,183,4232.743525,0.299236208,-0.793201089,39.58823529,354,10,684.5833333,1.159664989,0.857142857,0.042410001,0.116917998,64712.60156,1.880849972,Chaparral,Coastal Chaparral,0.073025003,171,527.7333374,2104.300049,280.2857143,81.89925385,0,60.17647059
204R01828,37.67882,-121.90781,461.908528,0.04822535,0.046392176,0.296339526,1.468753624,6.07620745,1132,,0.277402885,0.277402885,67.59746657,1230,8.647431386,493.0277247,0.52173913,2.874169139,,0.095053696,45788.80078,1.869684523,Chaparral,,0.358556466,98,489.8541055,2216.199951,305.6576087,52.89798455,0,53.48838846
204R01855,37.72823,-122.15025,112.5658831,0.048817023,0.051302859,0.30945069,1.524882319,6.455299213,598,,0.299636828,0.299636828,36.02873563,616,10.27665706,671.1607843,0.651851852,3.502107203,,0.116874077,52423.30078,1.858014866,CH,,0.268962863,18,580.8558592,1911.300049,259.2814815,76.77714946,0,61.27089337
204R01863,37.57516,-122.02027,1652.501286,0.046802842,0.042611406,0.28197054,1.502546594,5.45914337,1318,,0.281740483,0.281740483,71.19202044,1327,9.166764879,557.0238854,0.408152994,3.428441862,,0.079724912,41216.39844,2.486756614,Chaparral,,0.267236103,9,573.7794519,2071.100098,299.4519376,70.87147807,0,55.0775879
204R01876,37.72061,-121.92118,29.38715046,0.049003907,0.050246144,0.307855249,1.449076306,3.219307916,427,,0.280772677,0.280772677,58.22916667,531,9,588.7121212,0.571428571,1.314147494,,0.120475136,45544.69922,0.747000009,Chaparral,,0.148174397,104,472.6583309,2242.199951,305.2285714,44.06568753,0,52.6
204R01945,37.72049,-121.74225,38.02774827,0.048975637,0.04817996,0.303487106,1.383747829,15.86922713,359,,0.26286512,0.26286512,64.66666667,513,8.052631579,454.6666667,0.155555556,5.951490786,,0.115476051,35398.69922,0.552528327,Chaparral,,1.076905237,154,466.2585548,2282.600098,301.5555556,61.02904261,0,51.84210526
204R01951,37.69392,-122.0722,3.512675227,0.048440685,0.049621602,0.303902667,1.515958508,4.741453183,260,,0.293591488,0.293591488,39.15384615,314,9.846153846,614.875,1,2.84444531,,0.132825451,54796.19922,1.705846131,Chaparral,,0.079838201,54,513.1533203,2002.800049,252.4,59.67756649,0,57.84615385
204R01972,37.48401,-122.25611,6.115710759,0.045938883,0.044084345,0.280037509,1.483639083,3.195502777,255,,0.282198992,0.282198992,41.77777778,274,10,600.3571429,0,4.265265657,,0.116809173,45641.19922,1.186153852,Chaparral,,0.342552028,19,531,2101.399902,276.5555556,91.20704061,0,60.66666667
204R02015,37.67414,-122.05648,1.464350276,0.048104193,0.04845405,0.299742638,1.530014892,5.217877865,184,,0.300999999,0.300999999,39.75,277,9.75,634.5,1,3.122360945,,0.133972004,55283.60156,1.95599997,Chaparral,,0.075320996,93,459.8333435,2043.900024,259,68.16638184,0,56.75
204R02056,37.53344,-122.30183,6.788241348,0.046135871,0.045063444,0.28320277,1.489765772,3.171539949,205,,0.284344264,0.284344264,34.875,220,10.20833333,578.1764706,0.1,2.792890825,,0.07222731,47808,1.398000002,Chaparral,,0.06271014,15,580.2904925,2039.900024,256,91.42201201,0,61.79166667
204R02068,37.74810615,-121.9431917,16.34669993,0.049160248,0.05072092,0.309622709,1.416221709,2.478497007,158,3818.589468,0.271858825,0.653119065,59.51851852,281,9,584.0263158,1.061851328,0.619047619,0.439941224,0.120998021,51737,0.632391319,Chaparral,Coastal Chaparral,0.091671209,123,477.1533407,2177.5,304.1428571,42.16151914,0,52.88888889
204R02095,37.68581,-122.10215,119.6303862,0.048450611,0.049366742,0.303373245,1.524240067,7.318098196,573,,0.299656949,0.299656949,44.21351351,592,9.513513514,653.3736655,0.874125874,3.857177731,,0.122998832,47518.19922,1.832355529,Chaparral,,0.351326109,19,520.3355682,1989.199951,270.4965035,66.95360618,0,56.43243243
204R02116,37.69667,-121.81643,199.2012424,0.048635424,0.047410926,0.300255239,1.444462667,7.892794416,782,,0.274469853,0.274469853,66.61688312,901,8.311688312,447.9213974,0.514767932,3.020453059,,0.111445866,38373.5,1.281701478,Chaparral,,0.506974975,119,472.0653271,2269,304.6666667,47.33505571,0,52.46103896
204R02132,37.70984,-121.9304,5.600445009,0.048621211,0.049215201,0.30381519,1.515948508,12.53213771,372,,0.297596068,0.297596068,54.22222222,476,9,595.5333333,0,4.518863596,,0.113774366,45544.69922,1.812857117,Chaparral,,0.871770782,104,492.627772,2242.199951,303.25,62.59636733,0,52.5
204R02175,37.68482,-122.10749,121.2006281,0.048441565,0.049352694,0.303300674,1.523907926,7.339721405,573,,0.300362621,0.300362621,44.19034853,592,9.493297587,651.8732394,0.898648649,3.79690859,,0.123009713,46858.5,1.824131604,Chaparral,,0.355906183,19,518.6517846,1945.300049,268.9864865,66.14258378,0,56.3458445
204R02180,37.74789277,-121.9430436,16.35479993,0.049163007,0.050731228,0.309658189,1.414830061,2.478504086,158,3826.699993,0.271404252,0.653108362,59.40816327,281,9,583.275,1.061852051,0.619047619,0.437755669,0.120985431,51737,0.63029579,Chaparral,Coastal Chaparral,0.091671071,123,474.1822225,2177.5,304.1428571,42.16181319,0,52.89795918
204R02183,37.56653,-121.9913,1648.852794,0.046802218,0.042604962,0.281956363,1.502599115,5.472170528,1312,,0.281562167,0.281562167,71.29160935,1327,9.178276269,557.2220745,0.413514876,3.436518988,,0.079625083,41216.39844,2.497904525,Chaparral,,0.267762041,15,574.1405694,2071.100098,299.2995461,71.095201,0,55.13616686
204R02228,37.56089,-122.33849,83.21170719,0.045968275,0.045030392,0.282421669,1.428395772,3.812375026,613,,0.26155133,0.26155133,32.60465116,626,10.88803089,731.5183246,0.44,7.366111929,,0.076655408,55194,1.782274444,Chaparral,,0.384692286,13,808.2146817,2011.400024,256.49,105.9164447,0,67.58687259
204R02248,37.52658,-122.32269,2.036749331,0.046106464,0.045085185,0.283129383,1.490108752,3.363109112,125,,0.284000009,0.284000009,34.33333333,180,10.33333333,600.6,0,3.004709005,,0.006387763,55194,1.398000002,Chaparral,,0.057186998,55,617.166687,2011.400024,259,101.7499161,0,63.33333333
204R02287,37.75497,-122.15366,10.97159263,0.048515214,0.050630668,0.306574003,1.530146008,7.240734479,329,,0.300999999,0.300999999,27.72727273,372,10.27272727,644.8148148,0.384615385,4.853752703,,0.149559972,57795.60156,1.95599997,Chaparral,,0.064072491,43,598.25,1943.199951,241.5384615,156.4306303,0,61.90909091
204R02340,37.68893,-121.92265,3.055831269,0.048295959,0.048141953,0.299953523,1.517223835,7.47905714,368,4728.113232,0.295445027,-0.247188602,56.11111111,473,9,602.125,3.42517427,0,0.251455941,0.125749924,45544.69922,1.616133312,Chaparral,Coastal Chaparral,0.385856651,105,478.3444417,2242.199951,296.5,52.71896114,0,52.44444444
204R02351,37.68475,-122.04335,1.053520413,0.048109513,0.048458833,0.299777538,1.529999971,5.217877865,175,,0.300999999,0.300999999,41,284,10,641.5,1,3.122360945,,0.133972004,55283.60156,1.95599997,Chaparral,,0.075320996,109,500.9166565,2043.900024,263.5,68.16638184,0,57
204R02367,37.81382,-122.18816,0.945899998,0.048648454,0.051462851,0.309114158,1.529999971,4.926487604,189,,0.300999999,0.300999999,30,487,10.66666667,701,1,21.97004191,,0.102704203,67825.39844,1.95599997,CH,,0.110134483,298,597.2000122,2012.5,248,153.1108625,0,64.33333333
204R02375,37.64306,-122.07861,16.33555444,0.04790521,0.047964908,0.297738681,1.521556377,4.499776254,383,,0.296772056,0.296772056,36.95744681,395,9.042553191,600.6388889,0.894736842,7.585699242,,0.127864403,42593.19922,1.458464764,Chaparral,,0.091808309,12,453.1875038,1999.099976,250.0526316,86.41025282,0,54.59574468
204R02439,37.58765,-122.03926,1687.89866,0.046818872,0.042707349,0.28222373,1.503216818,5.488940698,1320,,0.282507882,0.282507882,70.53293643,1327,9.168172208,558.041071,0.418422342,3.422103458,,0.080714316,39410.60156,2.480140572,Chaparral,,0.26806127,7,570.443264,2046.400024,297.9980402,70.50667628,0,55.05689026
204R02457,37.69629,-121.73696,43.443429,0.047942649,0.04503077,0.292128984,1.472560365,7.414598069,740,,0.27378512,0.27378512,58.86466165,901,8.850746269,483.6041667,0.846153846,2.769398151,,0.085640065,35398.69922,1.76266671,Chaparral,,0.453599964,161,520.4130428,2282.600098,304.8076923,56.50776643,0,53.99253731
204R02472,37.46659507,-122.2353268,6.990271065,0.045814372,0.043397319,0.27789068,1.474258574,2.739386684,217,,0.289964698,0.289964698,43.86363636,230,9.681818182,589.9411765,0,541.8714382,,0.118529851,54630.30078,1.246812506,CH,,0.680297051,13,541.8714382,2193,283.2222222,74.75679496,0,59.04545455
204R02503,37.59327,-122.05206,2.805914726,0.047377093,0.046346291,0.291697744,1.490260253,1.517078996,13,,0.331609723,0.331609723,29,20,8,443,0,0.963551998,,0.125221997,39410.60156,0.518909086,CH,,0.110409997,7,390.8500061,2046.400024,254,2.226476908,0,49
204R02504,37.53055,-122.34915,2.792559635,0.046049129,0.045010188,0.282706036,1.488536758,1.069121957,164,,0.283336028,0.283336028,35,227,10.5,618,0,34.42507553,,0.005052292,55194,1.398000002,Chaparral,,0.150393993,63,617.166687,2011.400024,254.25,96.17938232,0,64
204R02527,37.66298,-122.07399,1.443549644,0.0479089,0.047954053,0.297730679,1.530647056,3.583029614,237,,0.300999999,0.300999999,37.33333333,274,9,605.5,0.5,24.26100599,,0.097608296,47518.19922,1.754142829,Chaparral,,0.120763189,37,459.8333435,1989.199951,253,123.7364587,0,54.33333333
204R02548,37.495436,-122.243357,8.563891387,0.045985267,0.044170064,0.280441274,1.479318092,2.918968533,269,,0.289304421,0.289304421,41,275,9.846153846,569.75,0,3.544795739,,0.118716224,45641.19922,1.199571431,CH,,0.268954162,6,509.8958321,2101.399902,271.9090909,76.75661414,0,59.42307692
204R02587,37.84235414,-122.145156,5.155199975,0.049018838,0.052405847,0.312918739,1.523866922,3.831270454,273,4609.112031,0.29964315,-0.76315147,33.5,435,11,690.8461538,1.462293412,1,0.040027302,0.134800058,64712.60156,1.880849972,Chaparral,Coastal Chaparral,0.070649058,162,568.0190517,2104.300049,266.8571429,85.30058162,0,62.6875
204R02596,37.68988,-121.89986,11.07373303,0.048795678,0.049173787,0.304552384,1.453456354,2.473313637,154,,0.282622135,0.282622135,63.8,254,8.057142857,530.962963,1,1.061321359,,0.12105176,45544.69922,0.481000014,Chaparral,,0.091772237,100,419.5484758,2242.199951,307.8666667,41.94621417,0,50.62857143
204R02611,37.45227507,-122.2044969,9.266746514,0.045769644,0.043056305,0.276909559,1.463233455,5.213836672,130,,0.312211801,0.312211801,43.37037037,151,9.851851852,565.65,0,481.9030429,,0.125233251,45412.89844,0.96140002,CH,,0.764436076,21,481.9030429,2138.699951,276,58.09796562,0,58.33333333
204R02628,37.80709624,-121.8987286,5.783400014,0.049801834,0.052048111,0.315491088,1.507553284,10.80071871,404,4175.635733,0.291090363,-0.770750872,68.5625,636,9,580.6666667,3.943855068,0.125,0.048260802,0.116481934,50324.19922,2.022692291,Chaparral,Coastal Chaparral,0.879995985,232,532.386676,2174.100098,303.625,71.53065722,0,53.9375
204R02687,37.65968,-121.82469,425.6030204,0.045558793,0.038505904,0.268262561,1.524175853,4.512678065,1120,,0.278338535,0.278338535,73.88361409,1243,9.168324407,562.0676923,0.170542636,5.231312624,,0.059366229,35819.89844,3.15417457,Chaparral,,0.180344083,123,597.6279525,2279.600098,312.2403101,89.47801431,0,54.88599847
204R02695,37.60975,-122.00128,4.95114999,0.047703569,0.046834528,0.29430857,1.529999971,6.20170084,426,5212.277255,0.300999999,-1.007918397,43,516,9,708.75,3.374400584,1,0.066083595,0.132325818,55142.60156,1.95599997,Chaparral,Coastal Chaparral,0.171137462,90,493.7999878,2063.5,279.5,68.04277159,0,53.78571429
204R02719,37.71666,-122.05394,15.13883897,0.048798473,0.050611694,0.307755595,1.529999971,6.962645214,499,5054.538031,0.300999999,-0.820672846,44.08695652,592,9.847826087,671.8181818,2.625371018,1,0.04887863,0.117992028,55008.39844,1.95599997,Chaparral,Coastal Chaparral,0.352636095,93,549.8895836,2048.100098,268.6470588,76.41466519,0,57.7173913
204R02759,37.56736,-122.04627,5.651889507,0.047158701,0.045604137,0.289046256,1.478999972,1.517078996,12,,0.395999998,0.395999998,26.63157895,18,8,418.25,0,0.963551998,,0.125221997,39410.60156,0.49000001,CH,,0.110409997,6,375.7666728,2046.400024,256.5714286,2.226476908,0,47.94736842
204R02815,37.69807,-121.87981,70.07244804,0.049470859,0.050755679,0.31114733,1.439506431,6.931814834,679,,0.277013719,0.277013719,68.1146789,784,8.821100917,580.9303797,0.376470588,2.513799794,,0.117889944,42114.10156,1.043532209,Chaparral,,0.38179199,105,471.9610334,2263.699951,303.4823529,75.39522237,0,53.22477064
204R02852,37.67367,-121.90653,3.529003675,0.048365231,0.047883817,0.29974819,1.559455471,1.517078996,10,,0.282700703,0.282700703,65.09090909,108,8,445.1428571,0,0.963551998,,0.125221997,45788.80078,1.726333384,CH,,0.110409997,98,412.3399902,2216.199951,308,2.226476908,0,51
204R02879,37.69246,-122.142,12.5019956,0.048077504,0.049130338,0.301171041,1.505880039,2.376208458,238,,0.307387607,0.307387607,27.44736842,245,9.368421053,537.4516129,1,8.454375431,,0.123197538,54480,0.8588846,Chaparral,,0.109808985,7,508.7435819,1955.199951,241.4,51.36115366,0,56.81578947
204R02975,37.70169,-122.05444,16.55280001,0.048767571,0.050520955,0.307410958,1.529998722,6.786356625,527,,0.300999999,0.300999999,43.4,592,9.9,666.8055556,1,2.665298824,,0.11946938,55008.39844,1.95599997,CH,,0.325786917,65,549.7240702,2048.100098,269.15,75.67354924,0,57.96
204R03015,37.58812,-122.07594,0.821418916,0.047345533,0.04650907,0.291910342,1.479063898,1.517078996,3,,0.395999998,0.395999998,27,6,8,431,0,0.963551998,,0.125221997,40184.80078,0.49000001,Chaparral,,0.110409997,3,355.9333191,2013.199951,254,2.226476908,0,49
204R03033,37.69397501,-121.7088801,18.1247039,0.048420279,0.046384822,0.297178825,1.408880862,14.51482381,406,,0.272369624,0.272369624,60.78181818,584,8.690909091,464.9756098,0.619047619,494.1611125,,0.113831026,35805.5,0.618701325,CH,,1.041148501,178,494.1611125,2264.800049,301.8095238,55.18021595,0,53.87272727
204R03135,37.80509,-122.2159,7.662442659,0.048634616,0.051625267,0.309446324,1.530834566,6.34476665,424,,0.301588584,0.301588584,24.95833333,487,10.375,709.0952381,1,15.05413098,,0.115172641,60451.30078,1.850823502,CH,,0.205631699,63,638.476205,1954.699951,247.6666667,140.7260453,0,63.5
204R03156,37.7082,-121.91702,76.92076726,0.049214758,0.050616306,0.309642505,1.427727521,4.174157889,536,4181.609131,0.27444497,-0.180442457,62.1375,636,8.9625,589.8959538,1.541411681,0.709677419,0.214260386,0.118357085,45544.69922,0.785122653,Chaparral,Coastal Chaparral,0.19178175,100,469.1040538,2242.199951,305.1075269,63.72084806,0,52.6
204R03163,37.83629118,-122.1366032,7.97129999,0.049054257,0.052407518,0.313070595,1.514926566,3.739217979,284,4390.389507,0.297519476,-0.768795531,34.64,435,10.8,687.5,1.399212721,1,0.040616041,0.128000324,64712.60156,1.779176446,Chaparral,Coastal Chaparral,0.06955225,151,559.0666707,2104.300049,269.1,84.68488025,0,62.68
204R03183,37.65855,-122.03586,0.9882,0.04795772,0.047905777,0.297846563,1.529999971,5.217877865,208,,0.300999999,0.300999999,42.5,395,9.5,695.3333333,1,3.122360945,,0.133972004,55283.60156,1.95599997,CH,,0.075320996,187,527.2999878,2043.900024,268,68.16638184,0,55.5
204R03199,37.68572281,-122.1118981,121.0339855,0.048442466,0.049354437,0.303308687,1.523907926,7.347394713,576,,0.300362621,0.300362621,44.25606469,592,9.495956873,652.335689,0.898648649,518.6517846,,0.123011156,46858.5,1.826757847,CH,,0.356205779,16,518.6517846,1945.300049,268.9864865,66.22596976,0,56.35849057
204R03207,37.57059,-122.01134,1651.595493,0.04680181,0.042612921,0.28196618,1.502667215,5.460906901,1318,4039.060143,0.281799117,-0.276621773,71.21514258,1327,9.16745283,556.6418506,3.426445886,0.418837675,0.127896983,0.079581112,41216.39844,2.490856032,Chaparral,Coastal Chaparral,0.267264435,9,572.8909663,2071.100098,298.6297595,70.91368647,0,55.08176101
204R03240,37.42730507,-122.2263369,2.505801212,0.04569223,0.042960794,0.276340703,1.469069481,9.343587723,90,,0.300000012,0.300000012,45.5,151,10,608.1666667,0,539.0666809,,0.123061145,54858,1.156000018,CH,,1.116841954,61,539.0666809,2220,287.3333333,68.28581325,0,61
204R03252,37.56319907,-122.3275938,84.79520557,0.045973345,0.04504209,0.282471025,1.430512946,3.804845258,622,,0.262238217,0.262238217,32.56439394,631,11.0719697,728.2216495,0.438095238,916.5941858,,0.079522693,50811.60156,1.729719995,CH,,0.382653652,9,916.5941858,1963.800049,255.8761905,104.2118175,0,68.96590909
204R03272,37.53399407,-122.3502028,79.02590145,0.045955108,0.044999818,0.28229309,1.426249285,3.921306227,578,,0.260684362,0.260684362,32.88663968,631,11.1417004,740.5856354,0.474226804,940.6864202,,0.080523839,55194,1.757363328,CH,,0.40503751,53,940.6864202,2011.400024,256.4742268,107.0908813,0,69.60728745
204R03279,37.75161,-122.05824,9.294947662,0.048923627,0.051013073,0.30922936,1.529999971,5.524269287,443,5073.190929,0.300999999,-0.789543643,43.96774194,592,10,683.9565217,1.917825238,1,0.044265339,0.115940423,57835.19922,1.95599997,Chaparral,Coastal Chaparral,0.251121868,149,565.7833252,2071.100098,269.9,79.63675595,0,58.35483871
204R03295,37.64736,-122.07748,7.041599936,0.047946155,0.048094543,0.298217044,1.5210048,3.851212542,380,,0.296414767,0.296414767,36.91304348,395,9.043478261,612.8,0.9,5.479350128,,0.123629191,47518.19922,1.532099974,CH,,0.091621567,15,450.2142857,1989.199951,255.2,53.34977076,0,54.47826087
204R03311,37.7343,-122.13433,110.6920342,0.048826949,0.051328947,0.309554656,1.52529953,6.52734398,588,4588.871654,0.299859225,-0.87672106,36.25513196,616,10.28235294,672.8047809,3.500473508,0.646616541,0.049592714,0.116731991,63671.39844,1.874668804,Chaparral,Coastal Chaparral,0.271774889,28,580.8251548,2013.900024,259.593985,77.58234913,0,61.32058824
204R03316,37.48084507,-122.2345168,8.619090988,0.045935847,0.04382474,0.279418969,1.482121686,2.663041283,270,,0.291160293,0.291160293,42.14814815,276,9.666666667,566.9,0,510.0250015,,0.112071496,45641.19922,1.307714283,CH,,0.182772639,6,510.0250015,2101.399902,276.5,87.39540839,0,58.22222222
204R03327,37.69817,-121.83006,201.2921994,0.048635627,0.047418281,0.30027016,1.444535855,7.731076332,788,,0.274536461,0.274536461,66.89228296,901,8.3,446.2657952,0.549586777,2.963691562,,0.111600115,38373.5,1.232459465,CH,,0.49527829,113,471.3173274,2269,304.3264463,46.87381673,0,52.43870968
