StationCode,StationName,Old_StaCode,Other_StaCode,Creek,Watershed,Sitedescri,SiteStatus_Final,FlowStatus_Final,GIS_Fails,SiteStatus_Rationale,FlowStatus_Rationale,SiteStatus_2017,FlowStatus_2014,SiteStatus_2013,FlowStatus_2013,BPJ_Nonref,TargetLatitude,TargetLongitude,Datum,Old_Lat,Old_Long,New_Lat,New_Long,hasWS
204R00327,Line 3A-A-3 near Arf Ave-204R00327,204R00327,,Zone 3A Line A-3,NA,,Non-reference,P,10,,"RMC=SP, mapview=P",,,,,FALSE,37.62143889,-122.1022113,NAD83,37.62144,-122.10221,37.62144,-122.10221,TRUE
204R00334,"Valle, Arroyo at CEMEX facility-204R00334",204R00334,,Arroyo Valle,Alameda Creek,,Non-reference,P,12,,Usually P but sometimes pipes shut off,,,,,FALSE,37.64633113,-121.7878363,NAD83,37.64633,-121.78784,37.64633,-121.78784,TRUE
204R00340,"Big Canyon Cr, Line 7-J-1_BA_2012-204R00340",204R00340,,"Big Canyon Cr, Line 7-J-1",Alameda Creek,,Non-reference,P,12,,"RMC=SP, mapview=P",,,,,FALSE,37.70218,-121.92074,NAD83,37.70218,-121.92074,37.70218,-121.92074,TRUE
204R00356,Arroyo de la Laguna_BA_2012-204R00356,204R00356,,Arroyo de la Laguna,Alameda Creek,,Non-reference,P,14,,"RMC=SP, mapview=P",,,,,FALSE,37.66873,-121.9092,NAD83,37.66873,-121.9092,37.66873,-121.9092,TRUE
204R00365,,204R00365,,Arroyo Hondo,Alameda Creek,,Reference,P,0,,gauge,,,,,FALSE,37.45117,-121.75464,,37.45117,-121.75464,37.45117,-121.75464,TRUE
204R00367,Ward Creek_BA_2012-204R00367,204R00367,,Ward Creek South Fork,Alameda Creek,,Non-reference,P,12,,"RMC=SP, near site known=P",,,,,FALSE,37.65957,-122.04172,NAD83,37.65957,-122.04172,37.65957,-122.04172,TRUE
204R00383,Sulphur Creek_BA_2012-204R00383,204R00383,,Sulphur Creek,Sulphur Creek,,Non-reference,P,12,,"RMC=SP, mapview=P",,,,,FALSE,37.65909,-122.13676,NAD83,37.65909,-122.13676,37.65909,-122.13676,TRUE
204R00388,West Branch of Alamo Creek,204R00388,,West Branch Alamo Creek,Alameda Creek,,Non-reference,NP,13,,"RMC = P, mapview = NP",,,,,FALSE,37.80352,-121.89936,NAD83,37.80236,-121.90019,37.80236,-121.90019,TRUE
204R00391,Decoto Rd_BA_2012-204R00391,204R00391,,Zone 5 Line M,NA,,Non-reference,NP,14,,RMC,,,,,FALSE,37.58682,-122.02358,NAD83,37.58682,-122.02358,37.58682,-122.02358,FALSE
204R00436,Easton Creek Upstream Jackling Dr Bridge at Armsby Dr.-204R00436,204R00436,,Easton Creek,Easton Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.58173029,-122.3706569,NAD83,37.58173,-122.37066,37.58173,-122.37066,TRUE
204R00447,Kottinger Cr near Sherry Ct-204R00447,204R00447,,Kottinger Creek,Alameda Creek,,Non-reference,NP,12,,"RMC=SP, mapview=NP",,,,,FALSE,37.65781611,-121.8597507,NAD83,37.65782,-121.85975,37.65782,-121.85975,TRUE
204R00455,Zeile Creek_BA_2012-204R00455,204R00455,,Zeile Creek,Alameda Creek,,Non-reference,P,12,,"RMC=SP, near site known=P",,,,,FALSE,37.64676,-122.03931,NAD83,37.64676,-122.03931,37.64676,-122.03931,TRUE
204R00473,Arroyo Mocho near Chateau Way-204R00473,204R00473,,Arroyo Mocho,Alameda Creek,,Non-reference,NP,9,,"RMC=SP, mapview=NP",,,,,FALSE,37.6705925,-121.760562,NAD83,37.67059,-121.76056,37.67059,-121.76056,TRUE
204R00520,Belmont Creek Below Maywood Dr-204R00520,204R00520,,Belmont Creek,Belmont Creek,,Non-reference,NP,15,,"RMC=P, near sites known = NP",,,,,FALSE,37.51220055,-122.2912141,NAD83,37.5122,-122.29121,37.5122,-122.29121,TRUE
204R00583,Line 3A-D_BA_2012-204R00583,204R00583,,Zone 3A Line D,NA,,Non-reference,P,13,,"RMC=SP, near site known=P",,,,,FALSE,37.61906,-122.05928,NAD83,37.61906,-122.05928,37.61906,-122.05928,TRUE
204R00590,"Valle, Arroyo near Sycamore Grove Park-204R00590",204R00590,,Arroyo Valle,Alameda Creek,,Non-reference,P,7,,Usually P but sometimes pipes shut off,,,,,FALSE,37.64126,-121.77968,NAD83,37.64126,-121.77968,37.64126,-121.77968,TRUE
204R00596,Line G-2_BA_2012-204R00596,204R00596,,Zone 7 Line G-2,NA,,Non-reference,NP,15,,"RMC=SP, mapview=NP",,,,,FALSE,37.70094,-121.90154,NAD83,37.70094,-121.90154,37.70094,-121.90154,TRUE
204R00623,San Lorenzo Creek above Don Castro Reservoir-204R00623,204R00623,,San Lorenzo Creek,San Lorenzo Creek,,Non-reference,P,13,,"RMC=SP, near site known=P",,,,,FALSE,37.69427226,-122.0450369,NAD83,37.69427,-122.04504,37.69427,-122.04504,TRUE
204R00639,San Lorenzo Cr_BA_2012-204R00639,204R00639,,San Lorenzo Creek,San Lorenzo Creek,,Non-reference,P,12,,RMC,,,,,FALSE,37.68151,-122.14437,NAD83,37.68151,-122.14437,37.68151,-122.14437,TRUE
204R00647,Dry Creek_BA_2012-204R00647,204R00647,,Dry Creek,Alameda Creek,,Non-reference,NP,5,,RMC,,,,,FALSE,37.60965,-122.0175,NAD83,37.60965,-122.0175,37.60965,-122.0175,FALSE
204R00665,Arroyo Las Positas immediately downstream of I-580,204R00665,,Arroyo las Positas,Alameda Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.70302,-121.75944,NAD83,37.70302,-121.75944,37.70302,-121.75944,TRUE
204R00680,Redwood Creek At PG&E substation-204R00680,204R00680,,Redwood Creek,Redwood Creek,,Non-reference,P,13,,RMC,,,,,FALSE,37.43797579,-122.2412775,NAD83,37.43798,-122.24128,37.43798,-122.24128,TRUE
204R00711,Old Alameda Creek upstream of Medallion Dr.,204R00711,,Old Alameda Creek,Old Alameda Creek,,Non-reference,NP,13,,"RMC = SP, map view = NP",,,,,FALSE,37.59241554,-122.0511327,NAD83,37.59311,-122.0522,37.59311,-122.0522,FALSE
204R00724,Dublin Creek adjacent to church-204R00724,204R00724,,Dublin Creek,Alameda Creek,,Non-reference,NP,12,,"RMC = SP, map view = NP",,,,,FALSE,37.6951296,-121.9477815,NAD83,37.69513,-121.94778,37.69513,-121.94778,TRUE
204R00749,Smith Creek in Joseph Grant County Park,,,Smith Creek,,,Reference,P,0,,near site already known,,,,,FALSE,37.31576534,-121.6493309,NAD83,,,37.31576534,-121.6493309,FALSE
204R00751,Redwood Cr above Piedmont Stables-204R00751,204R00751,,Redwood Canyon Creek,San Leandro Creek,,Non-reference,P,12,,near site already known,,,,,FALSE,37.80494,-122.16252,NAD83,37.80494,-122.16252,37.80494,-122.16252,TRUE
204R00807,Colma Creek at Bay Court-204R00807,204R00807,,Colma Creek,Colma Creek,,Non-reference,P,13,,RMC,,,,,FALSE,37.65226954,-122.4220355,NAD83,37.65227,-122.42204,37.65227,-122.42204,TRUE
204R00831,San Leandro Creek approx 100 m east of San Leandro Blvd,204R00831,,San Leandro Creek,San Leandro Creek,,Non-reference,P,15,,"RMC=U, mapview=P",,,,,FALSE,37.72626602,-122.1584764,NAD83,37.72617,-122.16095,37.72617,-122.16095,FALSE
204R00852,Alamo Creek near Amador Valley Blvd-204R00852,204R00852,,Alamo Creek,Alameda Creek,,Non-reference,P,15,,"RMC = SP, map view = P",,,,,FALSE,37.72015923,-121.9125284,NAD83,37.72016,-121.91253,37.72016,-121.91253,TRUE
204R00884,Easton Creek at 2884 Canyon Road-204R00884,204R00884,,Easton Creek,Easton Creek,,Non-reference,P,12,,RMC,,,,,FALSE,37.5777469,-122.3851134,NAD83,37.57775,-122.38511,37.57775,-122.38511,TRUE
204R00893,,204R00893,,Smith Creek,Alameda Creek,,Reference,P,0,,near site already known,,,,,FALSE,37.32471,-121.67017,,37.32471,-121.67017,37.32471,-121.67017,TRUE
204R00927,Crow Creek 100m north of E Castro Valley Blvd,204R00927,,Crow Creek,San Lorenzo Creek,,Non-reference,P,13,,RMC,,,,,FALSE,37.69547,-122.057,NAD83,37.69505,-122.05718,37.69505,-122.05718,TRUE
204R00967,Crandall Creek near Capulet Circle-204R00967,204R00967,,Crandall Creek,Alameda Creek,,Non-reference,P,11,,"RMC = SP, map view = P",,,,,FALSE,37.56823797,-122.0605987,NAD83,37.56824,-122.0606,37.56824,-122.0606,TRUE
204R01007,Redwood Creek near intersection of Chown Trail and Stream Trail,204R01007,,Redwood Creek,San Leandro Creek,,Non-reference,P,1,"lots of trails, likely high usage",RMC,,,,,TRUE,37.81503,-122.16083,NAD83,37.81503,-122.16083,37.81503,-122.16083,TRUE
204R01012,Cordilleras Creek at Springdale Way,204R01012,,Cordilleras Creek,Cordilleras Creek,,Non-reference,P,16,,RMC,,,,,FALSE,37.47368924,-122.266389,NAD83,37.47369,-122.26639,37.47369,-122.26639,TRUE
204R01023,Arroyo Mocho approximately 1km west of El Charro Rd.,204R01023,,"Positas, Arroyo Las",Alameda Creek,,Non-reference,P,14,,near site already known,,,,,FALSE,37.69439,-121.85985,NAD83,37.69439,-121.85985,37.69439,-121.85985,TRUE
204R01087,Palo Seco Creek west of Cinderella Trail,204R01087,,Palo Seco Creek,Sausal Creek,,Non-reference,P,6,,RMC,,,,,FALSE,37.81393,-122.19201,NAD83,37.81393,-122.19201,37.81393,-122.19201,TRUE
204R01108,Zone 7 Line J-1 north of Dublin Blvd,204R01108,,NA,Alameda Creek,,Non-reference,P,11,,RMC,,,,,FALSE,37.70689,-121.92705,NAD83,37.70659,-121.9271,37.70659,-121.9271,TRUE
204R01156,Tributary of Alamo Creek,204R01156,,Trib to Alamo Creek,Alameda Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.79739,-121.88987,NAD83,37.8005,-121.88848,37.8005,-121.88848,TRUE
204R01199,Tributary to Eden Creek 200 m upstream of Eden Canyon Rd.,204R01199,,Tributary to Eden Cr,San Lorenzo Creek,,Non-reference,NP,5,,"RMC=SP, mapview=NP",,,,,FALSE,37.71524091,-122.0133731,NAD83,37.71509,-122.01335,37.71509,-122.01335,FALSE
204R01204,Burlingame Creek at 946 Hayne Rd,204R01204,,Burlingame Creek,Burlingame Creek,,Non-reference,P,12,,RMC,,,,,FALSE,37.55662691,-122.3538673,NAD83,37.55663,-122.35387,37.55663,-122.35387,TRUE
204R01214,Upper Alameda Creek approx 1400m upstream of Calaveras Rd,,,,,,Non-reference,P,3,,gauge,,,,,FALSE,37.52544,-121.84633,NAD83,,,37.52544,-121.84633,FALSE
204R01241,Arroyo Mocho approx 1200m upstream of Concannon Blvd,,,,,,Non-reference,NP,7,,"RMC=P, mapview=NP",,,,,FALSE,37.66246,-121.73843,NAD83,,,37.66246,-121.73843,FALSE
204R01256,Arroyo Ojo de Agua at Stulsaft Park,204R01256,,Arroyo Ojo de Agua,Arroyo Ojo De Agua,,Non-reference,P,13,,RMC,,,,,FALSE,37.45320225,-122.2540338,NAD83,37.4532,-122.25403,37.4532,-122.25403,TRUE
204R01268,Redwood Creek at Kentfield Ave,204R01268,,Redwood Creek,Redwood Creek,,Non-reference,P,13,,RMC,,,,,FALSE,37.46867176,-122.231765,NAD83,37.46867,-122.23177,37.46867,-122.23177,TRUE
204R01288,Laurel Creek at Oak Ct,204R01288,,Laurel Creek,Laurel Creek,,Non-reference,P,12,,RMC,,,,,FALSE,37.52213509,-122.3122841,NAD83,37.52214,-122.31228,37.52214,-122.31228,TRUE
204R01310,Arroyo de la Laguna 500 m south of Verona Rd,204R01310,,Arroyo de la Laguna,Alameda Creek,,Non-reference,P,14,,map view,,,,,FALSE,37.62178995,-121.8824426,NAD83,37.62023,-121.88251,37.62023,-121.88251,FALSE
204R01316,Arroyo de la Laguna below Gold Creek storm drain outlet-204R01316,204R01316,,Arroyo de la Laguna,Alameda Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.68710887,-121.9168654,NAD83,37.68711,-121.91687,37.68711,-121.91687,TRUE
204R01343,Palo Seco Creek below culvert at Sunset Trail in Joaquin Miller Park,204R01343,,Palo Seco Creek,Palo Seco Creek,,Non-reference,P,9,,near site already known,,,,,FALSE,37.80995321,-122.1822468,NAD83,37.81122,-122.18439,37.81122,-122.18439,FALSE
204R01375,Crow Creek 1500 m north of Norris Canyon Rd,204R01375,,Crow Creek,San Lorenzo Creek,,Non-reference,NP,1,,near site already known,,,,,FALSE,37.74802043,-122.0318596,NAD83,37.74952,-122.03203,37.74952,-122.03203,FALSE
204R01380,Arroyo de la Laguna 750m north of Bernal Ave,204R01380,,Arroyo de la Laguna,Alameda Creek,,Non-reference,P,13,,RMC,,,,,FALSE,37.66228,-121.90612,NAD83,37.66228,-121.90612,37.66228,-121.90612,TRUE
204R01391,Zeile Creek above Jeep Trail,204R01391,,Zeile Creek,Alameda Creek,,Non-reference,NP,10,,RMC,,,,,FALSE,37.64714,-122.02917,NAD83,37.64714,-122.02917,37.64714,-122.02917,FALSE
204R01406,Upper Alameda Creek approx 1700m downstream of Calaveras Rd,,,Alameda Creek,,,Non-reference,NP,7,,RMC says P but mapview shows NP,,,,,FALSE,37.54768,-121.86174,NAD83,,,37.54768,-121.86174,FALSE
204R01412,W Branch Alamo Creek northeast of Red Willow Rd,204R01412,,West Branch Alamo Creek,Alameda Creek,NA,Non-reference,P,13,,RMC,,,,,FALSE,37.78499125,-121.9229413,NAD83,37.78499,-121.92294,37.78499,-121.92294,TRUE
204R01415,Alameda Creek 750 m downstream of Decoto Rd,,,,,,Non-reference,P,12,,"RMC = NP, mapview=P",,,,,FALSE,37.58377,-122.03128,NAD83,,,37.58377,-122.03128,FALSE
204R01422,Upper Alameda Creek approx 1500m upstream of I-680,,,Alameda Creek,,,Non-reference,P,8,,RMC,,,,,FALSE,37.56829,-121.87103,NAD83,,,37.56829,-121.87103,FALSE
204R01433,Zone 7 Line H west of Bluebell Drive,204R01433,,Altamont Creek,Alameda Creek,,Non-reference,P,13,,RMC,,,,,FALSE,37.71646,-121.74451,NAD83,37.71646,-121.74451,37.71646,-121.74451,TRUE
204R01438,Arroyo de la Laguna approx 500m downstream of Niles Canyon Rd,,,Arroyo de la Laguna,,,Non-reference,P,14,,RMC,,,,,FALSE,37.58939,-121.8874,NAD83,,,37.58939,-121.8874,FALSE
204R01448,Atherton Creek at 354 Walsh Rd,204R01448,,Atherton Creek,Atherton Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.43410586,-122.2178581,NAD83,37.43411,-122.21786,37.43411,-122.21786,TRUE
204R01460,Sanchez Creek Upstream of Forest View Ave,204R01460,,Sanchez Creek,Sanchez Creek,,Non-reference,P,13,,RMC,,,,,FALSE,37.57588591,-122.3682754,NAD83,37.57589,-122.36828,37.57589,-122.36828,TRUE
204R01471,Arroyo Mocho upstream of Santa Rita Rd. -204R01471,204R01471,,Arroyo Mocho,Alameda Creek,,Non-reference,P,15,,"RMC = SP, map view = P",,,,,FALSE,37.69199721,-121.8682171,NAD83,37.692,-121.86822,37.692,-121.86822,TRUE
204R01479,Zone 5 Line J-2 above Regents Blvd in Union City,204R01479,,Zone 5 Line J-2,NA,,Non-reference,P,11,,RMC,,,,,FALSE,37.58221,-122.06487,NAD83,37.58221,-122.06487,37.58221,-122.06487,TRUE
204R01497,Arroyo Mocho 80 m east of Arroyo Rd,204R01497,,Arroyo Mocho,Alameda Creek,,Non-reference,NP,9,,"RMC = SP, map view = NP",,,,,FALSE,37.67166682,-121.7674998,NAD83,37.67194,-121.76688,37.67194,-121.76688,FALSE
204R01519,Rimer Creek,204R01519,,Rimer Creek,San Leandro Creek,NA,Non-reference,P,12,,RMC,,,,,FALSE,37.81545,-122.1162,NAD83,37.81463,-122.11865,37.81463,-122.11865,TRUE
204R01572,Gold Creek West of Springdale Avenue,204R01572,,Gold Creek,Alameda Creek,NA,Non-reference,NP,10,,near site already known,,,,,FALSE,37.68797,-121.92701,NAD83,37.68797,-121.92701,37.68797,-121.92701,TRUE
204R01604,W Branch Alamo Creek near Fox Creek Road,204R01604,,West Branch Alamo Creek,Alameda Creek,NA,Non-reference,NP,3,,RMC,,,,,FALSE,37.81911,-121.89583,NAD83,37.81798,-121.89596,37.81798,-121.89596,TRUE
204R01607,Zone 3A Line N south of Industrial Parkway,204R01607,,NA,Alameda Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.62546,-122.04984,NAD83,37.62348,-122.04882,37.62348,-122.04882,TRUE
204R01620,Chabot Canal south of Owens Drive,204R01620,,NA,Alameda Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.69774,-121.89987,NAD83,37.69774,-121.90322,37.69774,-121.90322,TRUE
204R01663,Arroyo Valle 200m west of Isabel Ave,204R01663,,"Valle, Arroyo",Alameda Creek,,Non-reference,P,13,,RMC=NP but mapview and obs =P most of the time,,,,,FALSE,37.65311,-121.80815,NAD83,37.65311,-121.80815,37.65311,-121.80815,TRUE
204R01695,Cull Creek 750 m north of Columbia Dr,,,,,,Non-reference,NP,4,,"near site already known, gauge",,,,,FALSE,37.71801,-122.05452,NAD83,,,37.71801,-122.05452,FALSE
204R01735,Zone 5 Line J-2 north of Jean Dr.,204R01735,,Zone 5 Line J2,NA,,Non-reference,P,10,,"RMC = SP, map view = P",,,,,FALSE,37.5756,-122.07083,NAD83,37.5756,-122.07083,37.5756,-122.07083,TRUE
204R01748,Dublin Creek upstream of Donlon Way,204R01748,,Dublin Creek,Alameda Creek,,Non-reference,NP,12,,map view,,,,,FALSE,37.69845766,-121.9408015,NAD83,37.69925,-121.93799,37.69925,-121.93799,FALSE
204R01759,Ward Creek approximately 300m upstream of Campus Drive,204R01759,,Ward Creek,Ward Creek,,Non-reference,P,12,,RMC,,,,,FALSE,37.6628,-122.05465,NAD83,37.6628,-122.05465,37.6628,-122.05465,TRUE
204R01791,Tassajara Creek north of Dublin Blvd,204R01791,,Tassajara Creek,Alameda Creek,,Non-reference,P,11,,RMC,,,,,FALSE,37.70613,-121.87855,NAD83,37.70613,-121.87855,37.70613,-121.87855,TRUE
204R01819,"Laguna Creek, off Moraga Rd, near Donald Pl",,,,,,Non-reference,NP,12,,"RMC = SP, map view = NP",,,,,FALSE,37.85234,-122.1264,NAD83,,,37.85234,-122.1264,FALSE
204R01828,Arroyo Mocho approx 300 m downstream of Hopyard Rd.,204R01828,,,,,Non-reference,P,13,,RMC,,,,,FALSE,37.67882,-121.90781,NAD83,,,37.67882,-121.90781,FALSE
204R01855,San Leandro Creek approx 200 m west of Bancroft Ave.,204R01855,,San Leandro Creek,San Leandro Creek,,Non-reference,P,14,,"RMC=HVF, mapview=P",,,,,FALSE,37.72886,-122.14906,NAD83,37.72886,-122.14906,37.72886,-122.14906,FALSE
204R01863,Alameda Creek approx 600 m east of Decoto Rd,204R01863,,Alameda Creek,Alameda Creek,NA,Non-reference,P,13,,"RMC = SP, map view = P",,,,,FALSE,37.57516,-122.02027,NAD83,37.57516,-122.02027,37.57516,-122.02027,TRUE
204R01876,South San Ramon Creek behind Dublin High School,204R01876,,South San Ramon Creek,Alameda Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.72061,-121.92118,NAD83,37.72061,-121.92118,37.72061,-121.92118,TRUE
204R01945,Altamont Creek approx 75 m north of Bluebell Dr.,204R01945,,Altamont Creek,Alameda Creek,,Non-reference,P,11,,"RMC=SP, gauge=P",,,,,FALSE,37.72049,-121.74225,NAD83,37.72049,-121.74225,37.72049,-121.74225,TRUE
204R01951,Castro Valley Creek approx 150 m south of Castro Valley Blvd.,204R01951,,Castro Valley Creek,Alameda Creek,,Non-reference,P,12,,"RMC = SP, map view = P",,,,,FALSE,37.69392,-122.0722,NAD83,37.69392,-122.0722,37.69392,-122.0722,TRUE
204R01972,Cordilleras Creek above Alameda de las Pulgas,204R01972,,Cordilleras Creek,Cordilleras Creek,,Non-reference,P,15,,RMC,,,,,FALSE,37.48400543,-122.2561101,NAD83,37.48401,-122.25611,37.48401,-122.25611,TRUE
204R02015,Sulphur Creek approximately 100m NW of Hansen Rd,204R02015,,Sulphur Creek,Sulphur Creek,NA,Non-reference,NP,12,,"RMC=SP, nearby site known=NP",,,,,FALSE,37.67414,-122.05648,NAD83,37.67414,-122.05648,37.67414,-122.05648,TRUE
204R02056,Laurel Creek at Edison and Hacienda,204R02056,,Laurel Creek,Laurel Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.53344251,-122.3018259,NAD83,37.53344,-122.30183,37.53344,-122.30183,TRUE
204R02068,San Ramon Creek adjacent to California High School,,,,,,Non-reference,P,15,,RMC,,,,,FALSE,37.74726,-121.9426,NAD83,,,37.74726,-121.9426,FALSE
204R02095,San Lorenzo Creek approx 200 m west of Mission Blvd.,204R02095,,San Lorenzo Creek,San Lorenzo Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.68581,-122.10215,NAD83,37.68581,-122.10215,37.68581,-122.10215,TRUE
204R02116,Arroyo Las Positas approx 300m upstream of Airway Blvd,204R02116,,Arroyo Las Positas,Alameda Creek,NA,Non-reference,P,13,,"RMC=SP, near site known=P",,,,,FALSE,37.69667,-121.81643,NAD83,37.69667,-121.81643,37.69667,-121.81643,TRUE
204R02132,Zone 7 Line J-2 west of I-680,204R02132,,Zone 7 Line J-3,Alameda Creek,,Non-reference,NP,10,,near site already known,,,,,FALSE,37.70984,-121.9304,NAD83,37.70984,-121.9304,37.70984,-121.9304,TRUE
204R02175,San Lorenzo Creek approximately 75m NE of the intersection of Hampton Rd. and Western Blvd,204R02175,,San Lorenzo Creek,San Lorenzo Creek,NA,Non-reference,P,13,,"RMC=SP, near site known=P",,,,,FALSE,37.68482,-122.10749,NAD83,37.68482,-122.10749,37.68482,-122.10749,TRUE
204R02180,"Alamo Creek, 160m NNW of the intersection of Sleeping Meadow Way and Stratton Way",,,Alamo Creek,,,Non-reference,P,15,,RMC,,,,,FALSE,,,,,,37.74789277,-121.9430436,FALSE
204R02183,Alameda Creek approximately 675m NE of the intersection of Paseo Padre Parkway and Highway 84,204R02183,,Alameda Creek,Alameda Creek,NA,Non-reference,P,13,,map view,,,,,FALSE,37.56653,-121.9913,NAD83,37.56653,-121.9913,37.56653,-121.9913,TRUE
204R02228,Access at South School,204R02228,,San Mateo Creek,San Mateo Creek,NA,Non-reference,P,16,,RMC,,,,,FALSE,37.56088925,-122.338492,NAD83,37.56089,-122.33849,37.56089,-122.33849,TRUE
204R02248,Laurel Creek at Laurelwood Park,204R02248,,Laurel Creek,Laurel Creek,,Non-reference,P,14,,RMC,,,,,FALSE,37.52657636,-122.322689,NAD83,37.52658,-122.32269,37.52658,-122.32269,TRUE
204R02287,Arroyo Viejo beginning 150m downstream of  Las Vegas Avenue,204R02287,,Arroyo Viejo,Arroyo Viejo,NA,Non-reference,P,15,,near sites already known,,,,,FALSE,37.75497,-122.15366,NAD83,37.75497,-122.15366,37.75497,-122.15366,TRUE
204R02340,Gold Creek E of Springdale Ave,,,,,,Non-reference,NP,11,,RMC,,,,,FALSE,37.68855,-121.92361,NAD83,,,37.68855,-121.92361,FALSE
204R02351,Zone 5 Line D approx 200 m upstream of Canyon Ct.,204R02351,,Unnamed tributary to Don Castro Reservoir,San Lorenzo Creek,,Non-reference,NP,12,,USGS lines,,,,,FALSE,37.68475,-122.04335,NAD83,37.68475,-122.04335,37.68475,-122.04335,TRUE
204R02367,Palo Seco Creek ~ 300 m downstream of Sunset Trail on Palos Colorados Trail in Joaquin Miller Park,204R02367,,Palo Seco Creek,Palo Seco Creek,,Non-reference,P,12,,near site already known,,,,,FALSE,37.81381836,-122.1881564,NAD83,37.81388,-122.18865,37.81388,-122.18865,FALSE
204R02375,Ward Creek north of Schafer Rd.,204R02375,,Ward Creek,Alameda Creek,,Non-reference,NP,14,,map view,,,,,FALSE,37.64306,-122.07861,NAD83,37.64306,-122.07861,37.64306,-122.07861,TRUE
204R02439,Alameda Creek below Dry Creek,204R02439,,Alameda Creek,Alameda Creek,NA,Non-reference,P,13,,"RMC = SP, map view = P",,,,,FALSE,37.58765,-122.03926,NAD83,37.58765,-122.03926,37.58765,-122.03926,TRUE
204R02457,Arroyo Seco approx 150 m downstream of Las Positas Rd.,204R02457,,Arroyo Seco,Alameda Creek,,Non-reference,P,14,,field obs,,,,,FALSE,37.69629,-121.73696,NAD83,37.69629,-121.73696,37.69629,-121.73696,TRUE
204R02472,Redwood Creek at Valota Rd,204R02472,,Redwood Creek,Redwood Creek,,Non-reference,P,13,,RMC,,,,,FALSE,37.46515457,-122.2346189,NAD83,37.465155,-122.23462,37.465155,-122.23462,FALSE
204R02503,Old Alameda Creek behind Cesar Chavez Middle School,204R02503,,Old Alameda Creek,Alameda Creek,,Non-reference,NP,11,,map view,,,,,FALSE,37.5908,-122.05082,NAD83,37.5908,-122.05082,37.5908,-122.05082,FALSE
204R02504,Restoration site above culveted station,204R02504,,Polhemus Creek,San Mateo Creek,NA,Non-reference,P,12,,RMC,,,,,FALSE,37.53055077,-122.3491539,NAD83,37.53055,-122.34915,37.53055,-122.34915,TRUE
204R02527,Zone 3A Line B-5 above Margaret Drive,204R02527,,Zone 3A Line B-5,NA,,Non-reference,NP,12,,USGS lines,,,,,FALSE,37.66298,-122.07399,NAD83,37.66298,-122.07399,37.66298,-122.07399,TRUE
204R02548,At Sierra High School,204R02548,,Cordilleras Creek,Cordilleras Creek,NA,Non-reference,NP,15,,"RMC=SP, nearby site known=NP",,,,,FALSE,37.49558,-122.24352,NAD83,37.49558,-122.24352,37.49558,-122.24352,FALSE
204R02587,"Moraga Creek, 30m W of intersection of Ivy Drive and Moraga Way",,,,,,Non-reference,P,12,,RMC,,,,,FALSE,,,,,,37.84235414,-122.145156,FALSE
204R02596,Chabot Canal approx 75 m north of Inglewood Dr.,204R02596,,Chabot Canal,Alameda Creek,,Non-reference,P,13,,near site already known,,,,,FALSE,37.68988,-121.89986,NAD83,37.68988,-121.89986,37.68988,-121.89986,TRUE
204R02611,Atherton Creek at Barry Lane,204R02611,,Atherton Creek,Atherton Creek,,Non-reference,P,15,,RMC,,,,,FALSE,37.45083274,-122.205919,NAD83,37.450833,-122.20592,37.450833,-122.20592,FALSE
204R02628,"West Branch of Alamo Creek, 80m WNW of Clear Lake St and Sun Tree Court intersection",,,,,,Non-reference,NP,12,,map view,,,,,FALSE,37.80683,-121.89874,WGS84,,,37.80683,-121.89874,FALSE
204R02687,Arroyo Valle approx 2km downstream of Isabel Ave,204R02687,,Arroyo del Valle,Alameda Creek,NA,Non-reference,NP,12,,RMC=SP mapview=NP,,,,,FALSE,37.65968,-121.82469,NAD83,37.65968,-121.82469,37.65968,-121.82469,TRUE
204R02695,Middle Fork Dry Creek 300 m upstream of S. Fork Trail,,,,,,Reference,NP,0,,RMC,,,,,FALSE,37.61048,-122.0007,NAD83,,,37.61048,-122.0007,FALSE
204R02719,Cull Creek 600 m north of Columbia Dr.,,,,,,Non-reference,NP,3,,RMC,,,,,FALSE,37.71709,-122.0545,NAD83,,,37.71709,-122.0545,FALSE
204R02759,Crandall Creek 60m upstream of Siward Dr.,204R02759,,Crandall Creek,Alameda Creek,,Non-reference,NP,11,,RMC=SP mapview=NP,,,,,FALSE,37.56735705,-122.0462663,NAD83,37.56746,-122.04675,37.56746,-122.04675,FALSE
204R02815,Tassajara Creek approx 500 m upstream of Owens Dr.,204R02815,,Tassajara Creek,Alameda Creek,,Non-reference,NP,11,,RMC=SP mapview=NP,,,,,FALSE,37.69807,-121.87981,NAD83,37.69807,-121.87981,37.69807,-121.87981,TRUE
